,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,dem,rep,swing,mask,New_Confirmed,New_Deaths
2613,Indiana,2020-06-04 02:33:23,39.8494,-86.2583,35712.0,2207.0,23182.0,10323.0,530.4640267941372,277815.0,5952.0,6.1799955197132626,4126.6482863971005,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,475.0,10.0
2614,Iowa,2020-06-04 02:33:23,42.0115,-93.2105,20300.0,574.0,12064.0,7662.0,643.408862560894,164445.0,1655.4,2.827586206896552,5212.0872120111435,9.70879301578752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,281.0,13.0
2615,Kansas,2020-06-04 02:33:23,38.5266,-96.7265,10092.0,226.0,592.0,9274.0,346.4096214826139,108053.0,890.0,2.2393975426080064,3708.937656565685,8.818866428854538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,127.0,4.0
2616,Kentucky,2020-06-04 02:33:23,37.6681,-84.6701,10410.0,450.0,3283.0,6677.0,233.00720531695129,232199.0,2317.0,4.322766570605188,5197.314127511123,22.25744476464937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,225.0,8.0
2617,Louisiana,2020-06-04 02:33:23,31.1695,-91.8678,41133.0,2870.0,31728.0,6535.0,884.8101249485352,402087.0,4320.4,6.977366105073784,8649.275489514055,10.613703119245828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,387.0,35.0
2618,Maine,2020-06-04 02:33:23,44.6939,-69.3819,2418.0,95.0,1699.0,624.0,179.88233998803761,53009.0,285.0,3.928866832092639,3943.499983633534,11.786600496277915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,41.0,1.0
2619,Maryland,2020-06-04 02:33:23,39.0639,-76.8021,54982.0,2641.0,3970.0,48371.0,909.4427756679147,327625.0,9111.0,4.803390200429232,5419.158804303238,16.57087774180641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,807.0,44.0
2620,Massachusetts,2020-06-04 02:33:23,42.2302,-71.5301,101592.0,7152.0,8068.7,94440.0,1473.9493040481811,617761.0,10151.0,7.0399244034963395,8962.79624397697,9.991928498306953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,429.0,67.0
2621,Michigan,2020-06-04 02:33:23,43.3266,-84.5361,58035.0,5570.0,38099.0,14366.0,581.1137578118921,593549.0,4906.5,9.597656586542604,5943.301280873452,9.492660112048025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,304.0,17.0
2622,Minnesota,2020-06-04 02:33:23,45.6945,-93.9002,25870.0,1097.0,21169.0,3604.0,458.7178737903465,265718.0,3203.0,4.24043293390027,4711.619481554825,12.381136451488212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,362.0,15.0
2623,Mississippi,2020-06-04 02:33:23,32.7416,-89.6787,16322.0,782.0,11203.0,4337.0,548.4268428764823,184747.0,2340.0,4.791079524568068,6207.585708914438,14.336478372748436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,281.0,15.0
2624,Missouri,2020-06-04 02:33:23,38.4561,-92.2884,14189.0,791.0,4084.2,13398.0,231.18804815306999,211353.0,1965.3,5.5747409965466215,3443.6737995134117,12.389423659876918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,174.0,5.0
2625,Montana,2020-06-04 02:33:23,46.9219,-110.4544,525.0,17.0,464.0,44.0,49.121520091169536,43448.0,68.0,3.238095238095238,4065.203437945018,12.952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,2.0,0.0
2626,Nebraska,2020-06-04 02:33:23,41.1254,-98.2681,14885.0,170.0,6743.0,7972.0,769.4860649873242,109966.0,851.0,1.1420893516963386,5684.736622263762,5.71716493113873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,269.0,0.0
2627,Nevada,2020-06-04 02:33:23,38.3135,-117.0554,8951.0,431.0,501.0,8019.0,290.6021643059637,156255.0,1460.3,4.815104457602502,5072.957343718955,14.600228117148239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,93.0,14.0
2628,New Hampshire,2020-06-04 02:33:23,43.4525,-71.5639,4795.0,265.0,3071.0,1459.0,352.64846721104703,75739.0,462.0,5.526590198123045,5570.227791052657,9.635036496350363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,46.0,9.0
2629,New Jersey,2020-06-04 02:33:23,40.2989,-74.521,162068.0,11880.0,27008.0,123180.0,1824.6400943911358,837420.0,17390.0,7.330256435570254,9428.080236968586,10.730063923785078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,523.0,109.0
2630,New Mexico,2020-06-04 02:33:23,34.8405,-106.2485,8140.0,375.0,2960.0,4805.0,388.2052375277145,206837.0,1416.0,4.606879606879606,9864.276009154775,17.395577395577394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,116.0,8.0
2631,New York,2020-06-04 02:33:23,42.1657,-74.9481,374085.0,30019.0,66502.0,277564.0,1922.964129806363,2229473.0,89995.0,8.024646804870551,11460.487876744006,24.057366641271372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,1045.0,51.0
2632,North Carolina,2020-06-04 02:33:23,35.6301,-79.8064,31276.0,999.0,18860.0,11417.0,298.2050868395028,449263.0,2593.1,3.19414247346208,4283.556462743814,9.832172996552007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1253.0,38.0
2633,North Dakota,2020-06-04 02:33:23,47.5289,-99.784,2679.0,66.0,2169.0,444.0,351.54619965304664,74502.0,172.0,2.4636058230683093,9776.369901661545,6.420306084359836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,33.0,1.0
2634,Ohio,2020-06-04 02:33:23,40.3888,-82.7649,36792.0,2300.0,6269.9,34492.0,314.7547715392973,426105.0,6251.0,6.251358991085018,3645.319143475546,16.990106544901064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,442.0,41.0
2635,Oklahoma,2020-06-04 02:33:23,35.5653,-96.9289,6805.0,341.0,5711.0,753.0,171.97497783026458,208052.0,1003.0,5.011021307861866,5257.860115729936,14.739162380602494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,113.0,2.0
2636,Oregon,2020-06-04 02:33:23,44.572,-122.0709,4399.0,159.0,2199.0,2041.0,104.2976363865267,136668.0,800.0,3.614457831325301,3240.3158376162382,18.185951352580133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,64.0,2.0
2637,Pennsylvania,2020-06-04 02:33:23,40.5908,-77.2098,77780.0,5742.0,49915.0,22123.0,607.5618405858653,475391.0,4488.4,7.382360503985599,3713.4151575977758,7.034106604046433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,555.0,75.0
2638,Rhode Island,2020-06-04 02:33:23,41.6809,-71.5118,15219.0,742.0,1311.0,13166.0,1436.6207553421357,162540.0,1753.0,4.875484591628885,15343.211615303942,11.518496616072015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,107.0,10.0
2639,South Carolina,2020-06-04 02:33:23,33.8569,-80.945,12415.0,501.0,6976.0,4938.0,241.1281729767861,222925.0,1789.0,4.035440998791784,4329.721946101493,14.40998791784132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0
2640,South Dakota,2020-06-04 02:33:23,44.2998,-99.4388,5162.0,62.0,4084.0,1016.0,583.5016656135302,48662.0,456.0,1.2010848508330103,5500.650533143279,8.833785354513754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,95.0,0.0
2641,Tennessee,2020-06-04 02:33:23,35.7478,-86.6923,24833.0,388.0,16319.0,8126.0,363.6310921350079,470779.0,1829.0,1.5624370796923448,6893.6448243960385,7.365199532879636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,491.0,7.0
2642,Texas,2020-06-04 02:33:23,31.0545,-97.5635,68877.0,1744.0,45858.0,21275.0,237.54063551302337,1006768.0,5787.2,2.5320498860287177,3472.1069520184615,9.216418009280826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1567.0,28.0
2643,Utah,2020-06-04 02:33:23,40.15,-111.8624,10497.0,117.0,6501.0,3879.0,327.4216318492008,223981.0,829.0,1.1146041726207487,6986.3984493870485,7.8974945222444495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,295.0,4.0
2644,Vermont,2020-06-04 02:33:23,44.0459,-72.7107,990.0,55.0,879.0,56.0,158.65664298569362,37195.0,108.1,5.5555555555555545,5960.842258437248,7.563818815803951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2.0,0.0
2645,Virginia,2020-06-04 02:33:23,37.7693,-78.17,46905.0,1428.0,6165.0,39312.0,549.5272167984161,342387.0,7476.0,3.0444515510073558,4011.3202255188003,15.938599296450274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,666.0,21.0
2646,Washington,2020-06-04 02:33:23,47.4009,-121.4905,22484.0,1135.0,10208.2,21349.0,295.2635053440672,368799.0,3543.0,5.048034157623198,4843.127802321057,15.757872264721579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0,1,327.0,6.0
2647,West Virginia,2020-06-04 02:33:23,38.4912,-80.9545,2077.0,78.0,1381.0,618.0,115.89451088554678,103768.0,263.1,3.755416466056813,5790.150026755618,11.202865856364223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3,0,1,21.0,0.0
2648,Wisconsin,2020-06-04 02:33:23,44.2685,-89.6165,19400.0,616.0,12172.0,6612.0,333.19398725687574,299111.0,2700.0,3.1752577319587627,5137.215810432545,13.917525773195875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,483.0,9.0
2649,Wyoming,2020-06-04 02:33:23,42.756,-107.3025,915.0,17.0,714.0,184.0,158.09689352562984,26628.0,87.0,1.85792349726776,4600.878776831116,9.508196721311476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,0,0,3.0,0.0
2650,Alabama,2020-06-05 02:33:15,32.3182,-86.9023,19072.0,653.0,11395.0,7024.0,388.97165821807664,235299.0,1929.0,3.4238674496644297,4798.901122433684,10.114303691275168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,221.0,0.0
2651,Alaska,2020-06-05 02:33:15,61.3707,-152.4044,512.0,10.0,376.0,126.0,69.98885919526482,60097.0,107.0,1.953125,8215.079045034823,9.315302110254285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,8.0,0.0
2652,Arizona,2020-06-05 02:33:15,33.7298,-111.4312,22886.0,999.0,5172.0,16715.0,314.4235446988804,249755.0,3195.0,4.365114043520056,3431.30526987105,13.960499868915493,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,530.0,16.0
2653,Arkansas,2020-06-05 02:33:15,34.9697,-92.3731,8425.0,151.0,5717.0,2557.0,279.1765137828699,142480.0,757.0,1.7922848664688429,4721.313909054398,8.985163204747773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,358.0,9.0
2654,California,2020-06-05 02:33:15,36.1162,-119.6816,122168.0,4444.0,23983.6,117724.0,309.1903991329468,2182671.0,19600.5,3.6376137777486734,5524.039991371784,10.75121715170821,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,2820.0,70.0
2655,Colorado,2020-06-05 02:33:15,39.0598,-105.3111,27346.0,1512.0,4014.0,21820.0,474.8611500857132,197200.0,4443.0,5.5291450303517875,3424.362568452521,16.24734878958531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,300.0,18.0
